X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-98.81115473,29.779133473,"0","0","220",495.114,,,,,,,,,,,,,,,,,,,,,,
-98.811161029,29.779133478,"0","0","221",495.112,,,,,,,,,,,,,,,,,,,,,,
-98.811168919,29.77913349,"0","0","222",495.109,,,,,,,,,,,,,,,,,,,,,,
-98.811175258,29.77913351,"0","0","223",495.107,,,,,,,,,,,,,,,,,,,,,,
-98.811183183,29.779133535,"0","0","224",495.104,,,,,,,,,,,,,,,,,,,,,,
-98.811189524,29.779133555,"0","0","225",495.102,,,,,,,,,,,,,,,,,,,,,,
-98.811197453,29.77913358,"0","0","226",495.099,,,,,,,,,,,,,,,,,,,,,,
-98.811205385,29.779133605,"0","0","227",495.096,,,,,,,,,,,,,,,,,,,,,,
-98.811211707,29.779133617,"0","0","228",495.094,,,,,,,,,,,,,,,,,,,,,,
-98.811216443,29.779133624,"0","0","229",495.092,,,,,,,,,,,,,,,,,,,,,,
-98.811224338,29.779133635,"0","0","230",495.09,,,,,,,,,,,,,,,,,,,,,,
-98.811232235,29.779133646,"0","0","231",495.087,,,,,,,,,,,,,,,,,,,,,,
-98.811235377,29.779129549,"0","0","232",495.101,,,,,,,,,,,,,,,,,,,,,,
-98.811233827,29.779124096,"0","0","233",495.122,,,,,,,,,,,,,,,,,,,,,,
-98.811230694,29.779120005,"0","0","234",495.137,,,,,,,,,,,,,,,,,,,,,,
-98.811229156,29.77911319,"0","0","235",495.162,,,,,,,,,,,,,,,,,,,,,,
-98.811224448,29.779107732,"0","0","236",495.181,,,,,,,,,,,,,,,,,,,,,,
-98.811222894,29.779102277,"0","0","237",495.2,,,,,,,,,,,,,,,,,,,,,,
-98.811219757,29.779098184,"0","0","238",495.214,,,,,,,,,,,,,,,,,,,,,,
-98.81121821,29.779091364,"0","0","239",495.236,,,,,,,,,,,,,,,,,,,,,,
-98.811215072,29.77908727,"0","0","240",495.249,,,,,,,,,,,,,,,,,,,,,,
-98.81121352,29.779080449,"0","0","241",495.271,,,,,,,,,,,,,,,,,,,,,,
-98.811208792,29.779073619,"0","0","242",495.291,,,,,,,,,,,,,,,,,,,,,,
-98.811205642,29.779069522,"0","0","243",495.302,,,,,,,,,,,,,,,,,,,,,,
-98.811200918,29.779064059,"0","0","244",495.316,,,,,,,,,,,,,,,,,,,,,,
-98.811194626,29.779061329,"0","0","245",495.319,,,,,,,,,,,,,,,,,,,,,,
-98.811188336,29.779059964,"0","0","246",495.317,,,,,,,,,,,,,,,,,,,,,,
-98.811182044,29.779057234,"0","0","247",495.319,,,,,,,,,,,,,,,,,,,,,,
-98.811175754,29.779055869,"0","0","248",495.317,,,,,,,,,,,,,,,,,,,,,,
-98.811169461,29.779055869,"0","0","249",495.311,,,,,,,,,,,,,,,,,,,,,,
-98.811163142,29.779058594,"0","0","250",495.298,,,,,,,,,,,,,,,,,,,,,,
-98.811159971,29.779062684,"0","0","251",495.285,,,,,,,,,,,,,,,,,,,,,,
-98.811153635,29.779066769,"0","0","252",495.27,,,,,,,,,,,,,,,,,,,,,,
-98.811148878,29.779070855,"0","0","253",495.257,,,,,,,,,,,,,,,,,,,,,,
-98.811145657,29.779076294,"0","0","254",495.243,,,,,,,,,,,,,,,,,,,,,,
-98.811144006,29.779083095,"0","0","255",495.227,,,,,,,,,,,,,,,,,,,,,,
-98.811139188,29.779089887,"0","0","256",495.21,,,,,,,,,,,,,,,,,,,,,,
-98.811136,29.779095329,"0","0","257",495.198,,,,,,,,,,,,,,,,,,,,,,
-98.811134387,29.779102136,"0","0","258",495.184,,,,,,,,,,,,,,,,,,,,,,
-98.811134364,29.77910622,"0","0","259",495.176,,,,,,,,,,,,,,,,,,,,,,
-98.811134334,29.779111664,"0","0","260",495.165,,,,,,,,,,,,,,,,,,,,,,
-98.811132713,29.779119829,"0","0","261",495.148,,,,,,,,,,,,,,,,,,,,,,
-98.81113587,29.77911847,"0","0","262",495.151,,,,,,,,,,,,,,,,,,,,,,
-98.811142152,29.779121196,"0","0","263",495.145,,,,,,,,,,,,,,,,,,,,,,
-98.811148434,29.779123923,"0","0","264",495.138,,,,,,,,,,,,,,,,,,,,,,
-98.811154732,29.779123928,"0","0","265",495.136,,,,,,,,,,,,,,,,,,,,,,
-98.811161023,29.779125293,"0","0","266",495.132,,,,,,,,,,,,,,,,,,,,,,
-98.811167343,29.77912667,"0","0","267",495.127,,,,,,,,,,,,,,,,,,,,,,
-98.811173681,29.779126689,"0","0","268",495.126,,,,,,,,,,,,,,,,,,,,,,
-98.811181591,29.779128072,"0","0","269",495.12,,,,,,,,,,,,,,,,,,,,,,
